imageName,groundTruth,amazonLabels,amazonScores,azureLabels,azureScores,clarifaiLabels,clarifaiScores,googleLabels,googleScores,watsonLabels,watsonScores,category,indoor
sun_bseqmoddjsmzejdr,fire_station,"['Transportation', 'Fire Truck', 'Truck', 'Vehicle', 'Fire Department']","[99.05900573730469, 99.05900573730469, 99.05900573730469, 99.05900573730469, 92.81582641601562]","['sky', 'road', 'outdoor', 'text', 'fire']","[0.9998196959495544, 0.9996373057365417, 0.9991991519927979, 0.9891626834869385, 0.9644309282302856]","['car', 'transportation system', 'truck', 'street', 'road']","[0.9917813539505005, 0.9839509725570679, 0.981084942817688, 0.9769843816757202, 0.9531928300857544]","['Fire station', 'Transport', 'Vehicle', 'Motor vehicle', 'Fire apparatus']","[0.9308461, 0.9291894, 0.9255209, 0.9010037, 0.8810179]","['fire engine', 'truck', 'wheeled vehicle', 'vehicle', 'maroon color']","[0.991, 0.991, 0.991, 0.991, 0.892]",fire_station,False
sun_beruffanynqftztp,fire_station,"['Building', 'High Rise', 'Town', 'Urban', 'City']","[94.1133804321289, 94.1133804321289, 94.1133804321289, 94.1133804321289, 94.1133804321289]","['tree', 'building', 'outdoor', 'skyscraper', 'city']","[0.9919355511665344, 0.9701420068740845, 0.9679959416389465, 0.9529560804367065, 0.9344333410263062]","['architecture', 'building', 'business', 'city', 'no person']","[0.981791615486145, 0.9735438227653503, 0.9546133279800415, 0.954004168510437, 0.9516453742980957]","['Architecture', 'Metropolitan area', 'Urban area', 'Building', 'Human settlement']","[0.9237856, 0.8801115, 0.84707993, 0.8311511, 0.82875645]","['fire engine', 'truck', 'wheeled vehicle', 'vehicle', 'headquarters']","[0.739, 0.739, 0.739, 0.739, 0.629]",fire_station,False
sun_abwrjzernrermrrr,botanical_garden,"['Outdoors', 'Garden', 'Tree', 'Plant', 'Arbour']","[98.30267333984375, 97.88288116455078, 96.42693328857422, 96.42693328857422, 96.31206512451172]","['tree', 'outdoor', 'grass', 'sky', 'palm tree']","[0.999993622303009, 0.999413251876831, 0.9967867732048035, 0.9873113036155701, 0.9315122365951538]","['garden', 'tree', 'house', 'landscape', 'no person']","[0.9811587929725647, 0.9729079604148865, 0.9678099751472473, 0.9653293490409851, 0.9641251564025879]","['Vegetation', 'Natural landscape', 'Grass', 'House', 'Land lot']","[0.96134305, 0.9398156, 0.90552276, 0.8915483, 0.88753736]","['pinetum (area with pine trees)', 'nature', 'balata', 'tree', 'plant']","[0.693, 0.693, 0.535, 0.613, 0.613]",botanical_garden,False
sun_awxwjmiecgqjvxvs,botanical_garden,"['Tree', 'Plant', 'Conifer', 'Abies', 'Fir']","[99.8132095336914, 99.8132095336914, 99.05500793457031, 98.6313247680664, 98.6313247680664]","['tree', 'outdoor', 'nature', 'forest', 'plant']","[0.9999988079071045, 0.9994076490402222, 0.946933925151825, 0.9411718249320984, 0.8840057849884033]","['wood', 'nature', 'landscape', 'leaf', 'tree']","[0.994479775428772, 0.9926393032073975, 0.9906970858573914, 0.9891135692596436, 0.9849249124526978]","['Vegetation', 'Tree', 'Tropical and subtropical coniferous forests', 'Nature reserve', 'Natural environment']","[0.9851641, 0.97559774, 0.97154206, 0.9602308, 0.9601936]","['western larch tree', 'larch tree', 'tree', 'plant', 'American larch tree']","[0.521, 0.58, 0.771, 0.771, 0.518]",botanical_garden,False
sun_ayxobrnajtjaxbjd,botanical_garden,"['Water', 'Person', 'Human', 'Outdoors', 'Path']","[99.70635223388672, 99.51101684570312, 99.51101684570312, 99.34284973144531, 98.14130401611328]","['tree', 'outdoor', 'grass', 'lake', 'water']","[0.9999961853027344, 0.9993412494659424, 0.9702323079109192, 0.9459246397018433, 0.9439383745193481]","['tree', 'river', 'bridge', 'landscape', 'water']","[0.9905138611793518, 0.9864888191223145, 0.986229419708252, 0.9855369329452515, 0.984915554523468]","['Waterway', 'Water', 'Tree', 'Canal', 'Bank']","[0.9624694, 0.95781547, 0.94453853, 0.942327, 0.93403184]","['path near canal/river', 'slope', 'nature', 'lavender color']","[0.915, 0.798, 0.796, 0.709]",botanical_garden,False
sun_abjxfjcrqxjhbkhi,botanical_garden,"['Water', 'Person', 'Human', 'Tree', 'Plant']","[99.44269561767578, 99.11479949951172, 99.11479949951172, 98.94313049316406, 98.94313049316406]","['tree', 'outdoor', 'lake', 'water', 'sky']","[0.9999585151672363, 0.9978357553482056, 0.9956289529800415, 0.9904428720474243, 0.9838829636573792]","['water', 'lake', 'nature', 'tree', 'wood']","[0.9933988451957703, 0.9901949167251587, 0.984724760055542, 0.9834065437316895, 0.9820877313613892]","['Body of water', 'Nature', 'Natural landscape', 'Pond', 'Bank']","[0.9821744, 0.95761263, 0.95745, 0.9574069, 0.91991395]","['pond pine', 'pine tree', 'tree', 'plant', 'person']","[0.601, 0.601, 0.602, 0.602, 0.755]",botanical_garden,False
sun_acoqwgaqwkyghrmv,botanical_garden,"['Plant', 'Tree', 'Abies', 'Fir', 'Conifer']","[99.32447814941406, 99.25008392333984, 98.68327331542969, 98.68327331542969, 90.26974487304688]","['tree', 'outdoor', 'grass', 'flower', 'plant']","[0.9999665021896362, 0.9989053010940552, 0.99842369556427, 0.979651927947998, 0.9410147070884705]","['garden', 'flower', 'landscape', 'nature', 'tree']","[0.9971304535865784, 0.995113730430603, 0.9888966083526611, 0.9864235520362854, 0.9857242703437805]","['Garden', 'Natural landscape', 'Vegetation', 'Tree', 'Botanical garden']","[0.98025584, 0.97630584, 0.9485984, 0.9462387, 0.92514986]","['pinetum (area with pine trees)', 'nature', 'Moreton Bay chestnut', 'bean tree', 'tree']","[0.631, 0.631, 0.567, 0.568, 0.679]",botanical_garden,False
sun_ajoysvfuxklyxuas,racecourse,"['Mammal', 'Animal', 'Horse', 'Person', 'Human']","[99.7572250366211, 99.7572250366211, 99.7572250366211, 98.78065490722656, 98.78065490722656]","['grass', 'sky', 'horse', 'animal', 'field']","[0.9999617338180542, 0.9986938238143921, 0.989008903503418, 0.9093289375305176, 0.8983054161071777]","['horse', 'competition', 'race', 'racehorse', 'jockey']","[0.9945171475410461, 0.9928445816040039, 0.9616038799285889, 0.9462166428565979, 0.9394580125808716]","['Horse', 'Bridle', 'Halter', 'Mammal', 'Animal sports']","[0.996086, 0.98212874, 0.98124015, 0.97059435, 0.97039735]","['person', 'showjumping', 'equestrian sport', 'riding', 'sport']","[0.796, 0.744, 0.842, 0.877, 0.96]",racecourse,False
sun_ajgyyumjygvwbhwn,racecourse,"['Pipeline', 'Train', 'Transportation', 'Vehicle']","[98.77816009521484, 61.79267120361328, 61.79267120361328, 61.79267120361328]","['sky', 'outdoor', 'track', 'cloud', 'travel']","[0.9992788434028625, 0.9936559796333313, 0.9655223488807678, 0.9530434608459473, 0.6907350420951843]","['locomotive', 'train', 'travel', 'railway', 'perspective']","[0.9714852571487427, 0.967603325843811, 0.966778039932251, 0.9628583192825317, 0.9592922925949097]","['Race track', 'Sport venue', 'Architecture', 'Sky', 'Infrastructure']","[0.95888466, 0.8990324, 0.8605384, 0.7326111, 0.71681386]","['press box', 'compartment', 'indoors', 'sports stadium', 'Horse Track']","[0.641, 0.641, 0.641, 0.643, 0.547]",racecourse,False
sun_ampbpkgaxxhqjyas,racecourse,"['Human', 'Person', 'Mammal', 'Horse', 'Animal']","[98.28833770751953, 98.28833770751953, 93.38965606689453, 93.38965606689453, 93.38965606689453]","['grass', 'outdoor', 'horse', 'field', 'horse racing']","[0.9997199773788452, 0.9860719442367554, 0.9549070596694946, 0.924262285232544, 0.7128807306289673]","['race', 'competition', 'horse', 'jockey', 'people']","[0.9979816675186157, 0.9965338110923767, 0.9956655502319336, 0.9915699362754822, 0.9832167625427246]","['Horse', 'Animal sports', 'Bridle', 'Rein', 'Jockey']","[0.98982275, 0.96471006, 0.94556314, 0.93230116, 0.9314256]","['horse racing', 'racing', 'sport', 'Horse Track', 'hippodrome stadium']","[0.586, 0.624, 0.819, 0.562, 0.514]",racecourse,False
sun_asxdudjxwwczazyt,racecourse,"['Human', 'Person', 'Audience', 'Crowd', 'Field']","[95.24664306640625, 95.24664306640625, 93.30657196044922, 93.30657196044922, 89.99458312988281]","['grass', 'sky', 'outdoor', 'field', 'person']","[0.9999953508377075, 0.9996628165245056, 0.9897220134735107, 0.9171161651611328, 0.592086672782898]","['competition', 'football', 'soccer', 'stadium', 'spectator']","[0.9975904822349548, 0.9949263334274292, 0.9918515682220459, 0.9898709058761597, 0.9833747744560242]","['Sport venue', 'Stadium', 'Race track', 'Grass', 'Horse racing']","[0.9804071, 0.918208, 0.8827234, 0.798715, 0.7463197]","['Horse Track', 'sport', 'greenishness color']","[0.991, 0.991, 0.986]",racecourse,False
sun_aoxbaykooswsgksm,racecourse,"['Person', 'Crowd', 'Human', 'Audience', 'Field']","[98.29127502441406, 98.29127502441406, 98.29127502441406, 98.29127502441406, 95.41975402832031]","['grass', 'outdoor', 'soccer', 'person', 'stadium']","[0.9991235136985779, 0.963706374168396, 0.9067425727844238, 0.8611569404602051, 0.8530607223510742]","['stadium', 'field', 'people', 'competition', 'crowd']","[0.991974413394928, 0.9790314435958862, 0.9682576656341553, 0.9665712118148804, 0.95926433801651]","['Sport venue', 'Stadium', 'Soccer-specific stadium', 'Horse racing', 'Arena']","[0.98811954, 0.9860429, 0.93120915, 0.849508, 0.7707169]","['soccer (football) stadium', 'sports stadium', 'ballpark', 'press box', 'compartment']","[0.73, 0.914, 0.597, 0.5, 0.5]",racecourse,False
sun_bmoqwznzgwikwfsl,synagogue,"['Indoors', 'Room', 'Furniture', 'Interior Design', 'Lobby']","[99.01451110839844, 99.01451110839844, 98.88980102539062, 97.54024505615234, 97.1866226196289]","['table', 'indoor', 'floor', 'kitchen & dining room table', 'chair']","[0.98613440990448, 0.9849706292152405, 0.9803124666213989, 0.9674379825592041, 0.9607598781585693]","['furniture', 'chair', 'indoors', 'seat', 'room']","[0.9982885122299194, 0.9971144199371338, 0.9963968396186829, 0.9963451623916626, 0.9939807653427124]","['Interior design', 'Building', 'Room', 'Property', 'Furniture']","[0.8841562, 0.88404, 0.87597525, 0.8691496, 0.7988774]","['reception room', 'indoors', 'partition', 'parlor', 'furnishing']","[0.6, 0.765, 0.522, 0.521, 0.506]",synagogue,False
sun_ccttujaaqfjewbzg,synagogue,"['Furniture', 'Red Carpet', 'Red Carpet Premiere', 'Fashion', 'Premiere']","[97.77277374267578, 96.39718627929688, 96.39718627929688, 96.39718627929688, 96.39718627929688]","['indoor', 'floor', 'wall', 'church', 'room']","[0.9839212894439697, 0.9610751867294312, 0.9527989625930786, 0.9137638807296753, 0.9007604718208313]","['interior design', 'indoors', 'furniture', 'seat', 'no person']","[0.9916903972625732, 0.9881904721260071, 0.9821251630783081, 0.9793421626091003, 0.9784674644470215]","['Room', 'Furniture', 'Interior design', 'Building', 'Architecture']","[0.88439596, 0.8475934, 0.83820546, 0.8319011, 0.81737936]","['courtroom', 'indoors', 'manor hall', 'chapel', 'building']","[0.885, 0.912, 0.521, 0.5, 0.5]",synagogue,False
sun_cjahlmkfugwqhrei,synagogue,"['Human', 'Person', 'Wood', 'Plywood', 'Leisure Activities']","[99.47434997558594, 99.47434997558594, 98.10269165039062, 97.72927856445312, 94.50743103027344]","['indoor', 'ceiling', 'person', 'wall', 'clothing']","[0.9995149374008179, 0.9991986751556396, 0.9981715679168701, 0.9910508394241333, 0.9832758903503418]","['religion', 'people', 'group', 'leader', 'education']","[0.992756724357605, 0.99062180519104, 0.98538738489151, 0.9800900220870972, 0.9786040782928467]","['Event', 'Room', 'Religious institute', 'Ceremony']","[0.8869344, 0.6566393, 0.58751476, 0.5084851]","['person', 'classroom', 'indoors', 'class room', 'lecture room']","[0.799, 0.639, 0.873, 0.554, 0.508]",synagogue,False
sun_bkwtbydjopjjoxmb,synagogue,"['Architecture', 'Building', 'Apse', 'Church', 'Altar']","[99.48916625976562, 99.48916625976562, 97.12042236328125, 96.15220642089844, 93.08140563964844]","['church', 'indoor', 'furniture', 'cathedral', 'building']","[0.9760657548904419, 0.9240878224372864, 0.878844141960144, 0.7151819467544556, 0.6394962072372437]","['indoors', 'ceiling', 'church', 'architecture', 'no person']","[0.9824138879776001, 0.979958176612854, 0.978992223739624, 0.9748493432998657, 0.9720773100852966]","['Building', 'Chapel', 'Place of worship', 'Holy places', 'Architecture']","[0.9272194, 0.9171958, 0.91149616, 0.9002917, 0.8785453]","['cathedral', 'building', 'aisle', 'religious building', 'porch']","[0.721, 0.721, 0.611, 0.5, 0.5]",synagogue,False
sun_btemfzhukycocinj,synagogue,"['Interior Design', 'Indoors', 'Furniture', 'Room', 'Lighting']","[97.8758316040039, 97.8758316040039, 92.7057113647461, 90.78068542480469, 89.86087799072266]","['ceiling', 'indoor', 'wall', 'chair', 'floor']","[0.9906023740768433, 0.9896914958953857, 0.9879370927810669, 0.9371945858001709, 0.9087173342704773]","['indoors', 'furniture', 'room', 'no person', 'chair']","[0.9967585206031799, 0.9871788024902344, 0.9870275259017944, 0.9730395078659058, 0.9729363918304443]","['Room', 'Building', 'Property', 'Interior design', 'Lighting']","[0.92787725, 0.8800563, 0.8751007, 0.8596787, 0.8325825]","['funeral home', 'building', 'courtroom', 'indoors', 'theatre']","[0.804, 0.877, 0.711, 0.712, 0.5]",synagogue,False
sun_bizuclptciwuihpt,formal_garden,"['Human', 'Person', 'Outdoors', 'Plant', 'Grass']","[99.18865966796875, 99.18865966796875, 98.88551330566406, 98.42141723632812, 98.42141723632812]","['tree', 'grass', 'garden', 'outdoor', 'plant']","[0.9999868869781494, 0.9995778203010559, 0.9971884489059448, 0.9929473400115967, 0.945999026298523]","['garden', 'flower', 'tree', 'landscape', 'no person']","[0.9950222969055176, 0.9918192028999329, 0.9808382987976074, 0.9680861830711365, 0.9668387174606323]","['Garden', 'Botanical garden', 'Vegetation', 'Tree', 'Shrub']","[0.98319197, 0.9785095, 0.94108534, 0.93208957, 0.8920002]","['pinetum (area with pine trees)', 'nature', 'oriental spruce tree', 'spruce tree', 'tree']","[0.833, 0.833, 0.5, 0.525, 0.527]",formal_garden,False
sun_bsrlckehxbacdyep,formal_garden,"['Plant', 'Grass', 'Lawn', 'Outdoors', 'Abies']","[99.97386169433594, 99.97386169433594, 94.57473754882812, 93.94049072265625, 83.61247253417969]","['tree', 'grass', 'outdoor', 'plant', 'flower']","[0.9999570846557617, 0.9994179010391235, 0.9920574426651001, 0.9576572179794312, 0.9306877851486206]","['tree', 'garden', 'park', 'landscape', 'grass']","[0.9940524101257324, 0.9841892123222351, 0.9828824400901794, 0.9777569770812988, 0.9736847877502441]","['Garden', 'Botanical garden', 'Tree', 'Botany', 'Grass']","[0.96643287, 0.9120356, 0.86865306, 0.8515956, 0.85048985]","['topiary (garden)', 'nature', 'pinetum (area with pine trees)', 'plant', 'sport']","[0.878, 0.911, 0.5, 0.795, 0.798]",formal_garden,False
sun_buozchxjszwjoyrg,formal_garden,"['Outdoors', 'Plant', 'Geranium', 'Blossom', 'Flower']","[99.3216552734375, 96.3115234375, 92.3375015258789, 92.3375015258789, 92.3375015258789]","['tree', 'outdoor', 'flower', 'garden', 'plant']","[0.999464750289917, 0.9965550899505615, 0.9940509796142578, 0.8631949424743652, 0.8234118819236755]","['flower', 'garden', 'nature', 'no person', 'landscape']","[0.9985530376434326, 0.9887408018112183, 0.9830519556999207, 0.9781555533409119, 0.9661159515380859]","['Garden', 'Flower', 'Vegetation', 'Plant', 'Groundcover']","[0.95892227, 0.9496798, 0.938626, 0.92531127, 0.8951472]","['Formal Garden', 'nature', 'wild thyme', 'herb', 'plant']","[0.57, 0.57, 0.53, 0.579, 0.722]",formal_garden,False
sun_bcgmbjdhmotrstqr,formal_garden,"['Flagstone', 'Plant', 'Outdoors', 'Vegetation', 'Walkway']","[99.24730682373047, 98.63240814208984, 96.9815444946289, 88.46669006347656, 87.48479461669922]","['tree', 'outdoor', 'grass', 'flower', 'garden']","[0.9996472001075745, 0.9976893663406372, 0.9969989061355591, 0.9964466094970703, 0.9157689809799194]","['garden', 'no person', 'flower', 'nature', 'architecture']","[0.9982929229736328, 0.9944596290588379, 0.9941043853759766, 0.9694689512252808, 0.9671070575714111]","['Garden', 'Botanical garden', 'Pond', 'Vegetation', 'Botany']","[0.98233205, 0.94926864, 0.9384701, 0.9037217, 0.88146037]","['Formal Garden', 'nature', 'flower', 'flowering plant', 'plant']","[0.611, 0.686, 0.553, 0.553, 0.553]",formal_garden,False
sun_bfpliuqzyxlljkmy,formal_garden,"['Grass', 'Plant', 'Outdoors', 'Tree', 'Lawn']","[99.7248306274414, 99.7248306274414, 94.42766571044922, 91.76321411132812, 85.44053649902344]","['grass', 'tree', 'autumn', 'flower', 'outdoor']","[0.9991887807846069, 0.9986724853515625, 0.9815046787261963, 0.9737203121185303, 0.937955915927887]","['garden', 'flower', 'fall', 'tree', 'no person']","[0.9918900728225708, 0.9867686033248901, 0.980941116809845, 0.9779322147369385, 0.9721479415893555]","['Garden', 'Natural landscape', 'Nature', 'Leaf', 'Botanical garden']","[0.9782466, 0.9779377, 0.96451753, 0.95519847, 0.94546]","['Formal Garden', 'nature', 'plant', 'tree', 'greenishness color']","[0.763, 0.764, 0.592, 0.598, 0.693]",formal_garden,False
sun_abmwxljlmgjiroas,rope_bridge,"['Suspension Bridge', 'Building', 'Bridge', 'Rope Bridge', 'Human']","[99.95745086669922, 99.95745086669922, 99.95745086669922, 99.95745086669922, 99.82621002197266]","['bridge', 'building', 'outdoor', 'rock', 'mountain']","[0.999988853931427, 0.9995212554931641, 0.9971809983253479, 0.9919873476028442, 0.9527631402015686]","['water', 'travel', 'landscape', 'nature', 'summer']","[0.9850107431411743, 0.9681903123855591, 0.9671972990036011, 0.9559940099716187, 0.9411565065383911]","['Rope bridge', 'Inca rope bridge', 'Bridge', 'Cliff', 'Coast']","[0.927658, 0.8486671, 0.8396016, 0.7732919, 0.7172226]","['rope bridge', 'bridge', 'sea green color', 'greenishness color']","[0.999, 0.999, 0.973, 0.693]",rope_bridge,False
sun_ahkyhyjgqdnqomke,rope_bridge,"['Building', 'Suspension Bridge', 'Bridge', 'Rope Bridge', 'Human']","[99.9524917602539, 99.9524917602539, 99.9524917602539, 99.9524917602539, 99.80514526367188]","['bridge', 'outdoor', 'building', 'water', 'person']","[0.9999560117721558, 0.9995335340499878, 0.9973403215408325, 0.8712494969367981, 0.7644160985946655]","['bridge', 'people', 'outdoors', 'footbridge', 'water']","[0.983303427696228, 0.9696248769760132, 0.9539326429367065, 0.9527987837791443, 0.9505748748779297]","['Bridge', 'Rope bridge', 'Inca rope bridge', 'Canopy walkway', 'Suspension bridge']","[0.9709864, 0.94978905, 0.92337304, 0.81907785, 0.68995696]","['rope bridge', 'bridge']","[1, 1]",rope_bridge,False
sun_akwhxbkpzqfabnhz,rope_bridge,"['Suspension Bridge', 'Building', 'Bridge', 'Rope Bridge', 'Human']","[99.84260559082031, 99.84260559082031, 99.84260559082031, 99.84260559082031, 98.19522094726562]","['bridge', 'outdoor', 'water', 'building', 'person']","[0.9974409937858582, 0.9934427738189697, 0.9716655611991882, 0.9516406655311584, 0.9082455635070801]","['rope', 'travel', 'water', 'outdoors', 'sea']","[0.987346887588501, 0.9870409965515137, 0.986199140548706, 0.9655634164810181, 0.9591083526611328]","['Bridge', 'Rope bridge', 'Inca rope bridge', 'Cliff', 'Suspension bridge']","[0.96143687, 0.9543414, 0.90675306, 0.6905896, 0.6486677]","['rope bridge', 'bridge']","[1, 1]",rope_bridge,False
